"electrical_capacity","energy_source_level_1","energy_source_level_2","energy_source_level_3","technology","data_source","nuts_1_region","nuts_2_region","nuts_3_region","lon","lat","municipality","municipality_code","postcode","address","federal_state","commissioning_date","decommissioning_date","voltage_level","eeg_id","dso","dso_id","tso"
0.36,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE11","DE11A",9.762847452,49.12496191,"Schwäbisch Hall",8127076,74523,NA,"Baden-Württemberg","1953-01-01",NA,"medium voltage",NA,"Stadtwerke Schwäbisch Hall GmbH",10000349,"TransnetBW"
0.7,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE217",11.37869133,48.26512721,"Bergkirchen",9174113,85232,NA,"Brandenburg","1953-01-01",NA,"medium voltage",NA,"Stadtwerke Dachau",10000755,"TenneT"
0.02,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.68841412,48.73028682,"",9272129,94118,NA,"Brandenburg","1953-01-05",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.47,"Renewable energy","Hydro","","Run-of-river","Amprion","DEA","DEA1","DEA1A",7.277940442,51.23082501,"Wuppertal",5124000,42399,NA,"Nordrhein-Westfalen","1953-02-14",NA,"low voltage",NA,"WSW Netz GmbH",10001781,"Amprion"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21C",11.25271537,48.23530271,"",9179134,82216,NA,"Brandenburg","1953-02-21",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.018,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21K",12.08116072,47.73089207,"",9187120,83098,NA,"Brandenburg","1953-06-01",NA,"low voltage",NA,"Wendelsteinbahn Verteilnetz GmbH",10001691,"TenneT"
0.19,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21M",12.73916845,48.04629928,"Tittmoning",9189152,84529,NA,"Brandenburg","1953-12-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.1,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE221",12.09544345,48.5289299,"Landshut",9261000,84034,NA,"Brandenburg","1953-12-31",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0184,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.3337219,49.62412251,"",9374162,92648,NA,"Brandenburg","1954-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.029,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",12.33220458,48.91390327,"",9375201,93104,NA,"Brandenburg","1954-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.037,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.03130095,49.83489415,"Erbendorf",9377116,92681,NA,"Brandenburg","1954-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.1,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.18344206,49.10452105,"Bayerisch Eisenstein",9276115,94252,NA,"Brandenburg","1954-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0365,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.24314295,49.20780579,"Nittenau",9376149,93149,NA,"Brandenburg","1954-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.09,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21M",12.67651744,47.80871639,"Siegsdorf",9189145,83313,NA,"Brandenburg","1954-01-02",NA,"low voltage",NA,"Elektrizitätsgenossenschaft Vogling & Angrenzer eG",10000782,"TenneT"
0.025,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE91","DE918",9.507071214,51.68769686,"",6633027,37194,NA,"Hamburg","1954-01-21",NA,"low voltage",NA,"EAM Netz GmbH",10003990,"TenneT"
0.045,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE14","DE148",10.02091654,47.8183064,"Leutkirch",8436055,88299,NA,"Baden-Württemberg","1954-04-01",NA,"low voltage / medium voltage",NA,"Netze BW GmbH",10000843,"TransnetBW"
0.038,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.85499264,49.30860992,"Furth im Wald",9372126,93437,NA,"Brandenburg","1954-05-01",NA,"low voltage",NA,"Stadtwerke Furth im Wald GmbH & Co. KG",10000554,"TenneT"
0.0099,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",11.98060799,49.14648001,"",9375156,93183,NA,"Brandenburg","1954-07-09",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.052,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.49052853,49.19502477,"Roding",9372153,93426,NA,"Brandenburg","1954-07-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.004,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.51371454,49.33851314,"",9373153,92367,NA,"Brandenburg","1954-07-28",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0315,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21K",12.08116072,47.73089207,"Brannenburg",9187120,83098,NA,"Brandenburg","1954-10-26",NA,"low voltage",NA,"Wendelsteinbahn Verteilnetz GmbH",10001691,"TenneT"
0.0141,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.45329033,49.49084455,"",9376151,92526,NA,"Brandenburg","1954-10-28",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.009,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.44743444,49.3509705,"",9373113,92348,NA,"Brandenburg","1954-11-05",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.33063318,49.38935837,"Schwarzhofen",9376164,92447,NA,"Brandenburg","1954-11-22",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.075,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE11","DE11B",9.893239208,49.47318422,"Elpersheim",8128126,97990,NA,"Baden-Württemberg","1954-12-08",NA,"low voltage / medium voltage",NA,"Hermann Geuder e.K. Elektrizitätswerk",10000334,"TransnetBW"
0.3,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE12","DE125",8.636777832,49.42730151,"Heidelberg",8221000,69123,NA,"Baden-Württemberg","1955-01-01",NA,"medium voltage",NA,"Stadtwerke Heidelberg Netze GmbH",10003223,"TransnetBW"
0.035,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",11.89776741,49.07524701,"Laaber",9375162,93164,NA,"Brandenburg","1955-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.09,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.88469107,49.16267052,"Bad Kötzting",9372137,93444,NA,"Brandenburg","1955-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.058,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.15687994,49.8110398,"Windischeschenbach",9374168,92670,NA,"Brandenburg","1955-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.432,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE11","DE11A",9.762847452,49.12496191,"Schwäbisch Hall",8127076,74523,NA,"Baden-Württemberg","1955-01-01",NA,"medium voltage",NA,"Stadtwerke Schwäbisch Hall GmbH",10000349,"TransnetBW"
0.2,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE91","DE918",10.09869102,51.66014303,"Katlenburg-Lindau - Katlenburg",3155007,37191,NA,"Niedersachsen","1955-01-01",NA,"low voltage",NA,"Harz Energie Netz GmbH",10002813,"TenneT"
0.045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",13.10920566,49.15834381,"Lohberg",9372178,93470,NA,"Brandenburg","1955-01-01",NA,"low voltage",NA,"EVU Späth e.K.",10001650,"TenneT"
0.0675,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE216",11.53476787,47.77289624,"Bad Tölz",9173112,83646,NA,"Brandenburg","1955-01-01",NA,"low voltage / medium voltage",NA,"Stadtwerke Bad Tölz GmbH",10001412,"TenneT"
0.62,"Renewable energy","Hydro","","Run-of-river","Amprion","DE2","DE27","DE27C",10.59399679,48.00071431,"Bad Wörishofen",9778116,86825,NA,"Bayern","1955-01-06",NA,"medium voltage",NA,"Vereinigte Wertach-Elektrizitätswerke GmbH",10000140,"Amprion"
0.045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.20378429,49.50145427,"Pfreimd",9376153,92536,NA,"Brandenburg","1955-02-14",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.01,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.84433458,49.2253087,"",9373134,92366,NA,"Brandenburg","1955-03-17",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21M",12.4663824,47.71900735,"Unterwössen",9189160,83246,NA,"Brandenburg","1955-03-31",NA,"low voltage",NA,"Elektrizitätswerk Unterwössen Döllerer & Greimel Netz GmbH & Co. KG",10001313,"TenneT"
0.06,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.10051543,49.62244556,"Etzenricht",9374119,92694,NA,"Brandenburg","1955-05-11",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.07,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE25","DE25C",11.00137038,48.8980375,"Solnhofen",9577168,91807,NA,"Brandenburg","1955-06-01",NA,"low voltage",NA,"N-ERGIE Netz GmbH",10001915,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.68421761,49.36326802,"",9371132,92280,NA,"Brandenburg","1955-07-28",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.072,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE14","DE146",9.776356288,48.18389102,"Schemmerhofen",8426134,88433,NA,"Baden-Württemberg","1955-08-10",NA,"low voltage",NA,"Netze BW GmbH",10000843,"TransnetBW"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE26","DE263",9.96386274,49.82634188,"",9663000,97078,NA,"Brandenburg","1955-09-19",NA,"low voltage",NA,"Mainfranken Netze GmbH",10003071,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.38472784,49.345465,"",9376147,92431,NA,"Brandenburg","1955-10-04",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.4174323,49.40927958,"",9376122,92542,NA,"Brandenburg","1955-10-12",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.82439971,49.30878862,"",9371129,92277,NA,"Brandenburg","1955-12-15",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.072,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.11502244,49.756207,"Kirchendemenreuth",9374128,92665,NA,"Brandenburg","1955-12-15",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.3337219,49.62412251,"",9374162,92648,NA,"Brandenburg","1955-12-28",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.037,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",12.90662279,48.91490198,"Bernried",9271116,94505,NA,"Brandenburg","1955-12-31",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
5,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE92","DE927",9.214201001,52.688852,"Drakenburg",3256005,31623,NA,"Niedersachsen","1956-01-01",NA,"high voltage",NA,"Avacon Netz GmbH",10010461,"TenneT"
0.048,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.76436195,49.08100486,"Rattenberg",9278178,94371,NA,"Brandenburg","1956-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.13,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21A",11.83751155,48.32439279,"Schwaig",9177133,85445,NA,"Brandenburg","1956-01-01",NA,"medium voltage",NA,"E-Werk Schweiger OHG",10000572,"TenneT"
0.054,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE13","DE132",7.962248687,47.90916839,"Oberried",8315084,79254,NA,"Baden-Württemberg","1956-01-01",NA,"low voltage",NA,"bnNETZE GmbH",10003005,"TransnetBW"
0.045,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE14","DE148",9.940381713,47.70131822,"Argenbühl",8436094,88260,NA,"Baden-Württemberg","1956-01-01",NA,"low voltage / medium voltage",NA,"Netze BW GmbH",10000843,"TransnetBW"
1.7,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE11","DE117",9.217425436,49.14034307,"Heilbronn",8121000,74072,NA,"Baden-Württemberg","1956-01-01",NA,"medium voltage",NA,"NHF Netzgesellschaft Heilbronn-Franken mbH",10003031,"TransnetBW"
4.2,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE11","DE115",9.24358272,48.91281353,"Ludwigsburg",8118048,71642,NA,"Baden-Württemberg","1956-01-01",NA,"medium voltage",NA,"Stadtwerke Ludwigsburg-Kornwestheim GmbH",10003102,"TransnetBW"
0.021,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE73","DE736",8.80040306,51.18176151,"",6635016,35104,NA,"Hamburg","1956-01-01",NA,"low voltage",NA,"Energie Waldeck-Frankenberg GmbH",10000523,"TenneT"
0.055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.87282724,49.2112635,"Grafenwiesen",9372130,93479,NA,"Brandenburg","1956-01-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.38377802,48.90619416,"",9272143,94566,NA,"Brandenburg","1956-01-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.765,"Renewable energy","Hydro","","Run-of-river","Amprion","DE2","DE27","DE272",10.62483932,47.88362047,"Kaufbeuren",9762000,87600,NA,"Bayern","1956-01-31",NA,"medium voltage",NA,"Vereinigte Wertach-Elektrizitätswerke GmbH",10000140,"Amprion"
0.045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE226",11.85082279,48.76505085,"Biburg",9273119,93354,NA,"Brandenburg","1956-02-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.765,"Renewable energy","Hydro","","Run-of-river","Amprion","DE2","DE27","DE272",10.62483932,47.88362047,"Kaufbeuren",9762000,87600,NA,"Bayern","1956-02-20",NA,"medium voltage",NA,"Vereinigte Wertach-Elektrizitätswerke GmbH",10000140,"Amprion"
0.1184,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE219",11.5063124,48.99821519,"Beilngries",9176114,92339,NA,"Brandenburg","1956-04-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.037,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.38472784,49.345465,"Neunburg",9376147,92431,NA,"Brandenburg","1956-04-04",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.026,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.82439971,49.30878862,"",9371129,92277,NA,"Brandenburg","1956-04-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.004,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.45329033,49.49084455,"",9376151,92526,NA,"Brandenburg","1956-04-25",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.81311659,48.55735319,"",9277111,94424,NA,"Brandenburg","1956-05-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0115,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE227",12.02147388,48.71378275,"",9274176,84056,NA,"Brandenburg","1956-05-23",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE233",12.13162955,49.66818345,"",9374160,92637,NA,"Brandenburg","1956-06-02",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0185,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.3337219,49.62412251,"",9374162,92648,NA,"Brandenburg","1956-06-06",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.779,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.12204944,49.58438601,"Luhe-Wildenau",9374133,92706,NA,"Brandenburg","1956-06-12",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.08,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.82439971,49.30878862,"Hohenburg",9371129,92277,NA,"Brandenburg","1956-06-19",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.39316406,49.49684765,"",9376171,92552,NA,"Brandenburg","1956-06-28",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.09,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.51754911,48.75563542,"Röhrnbach",9272141,94133,NA,"Brandenburg","1956-07-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.35595893,48.77665605,"Saldenburg",9272142,94163,NA,"Brandenburg","1956-07-09",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0105,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.94324082,49.31301206,"",9372124,93458,NA,"Brandenburg","1956-07-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",12.15319185,48.83229764,"",9375196,84069,NA,"Brandenburg","1956-07-27",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.014,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.85499264,49.30860992,"",9372126,93437,NA,"Brandenburg","1956-08-01",NA,"low voltage",NA,"Stadtwerke Furth im Wald GmbH & Co. KG",10000554,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.51371454,49.33851314,"",9373153,92367,NA,"Brandenburg","1956-08-03",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.014,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.82439971,49.30878862,"",9371129,92277,NA,"Brandenburg","1956-08-03",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.026,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21B",11.8069685,48.40710352,"",9178140,85417,NA,"Brandenburg","1956-08-16",NA,"low voltage",NA,"Überlandwerk Erding GmbH & Co. KG",10000167,"TenneT"
0.014,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE216",11.53476787,47.77289624,"",9173112,83646,NA,"Brandenburg","1956-08-22",NA,"low voltage",NA,"Stadtwerke Bad Tölz GmbH",10001412,"TenneT"
5,"Renewable energy","Hydro","","Run-of-river","TenneT","DEA","DEA4","DEA46",9.039402535,52.40294472,"Petershagen",5770028,32469,NA,"Nordrhein-Westfalen","1956-09-05",NA,"high voltage",NA,"TenneT",10000260,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.26915484,49.5871269,"",9374132,92705,NA,"Brandenburg","1956-09-28",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.54457826,48.81355858,"Freyung",9272118,94078,NA,"Brandenburg","1956-10-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.21171935,49.77327601,"",9374150,92715,NA,"Brandenburg","1956-10-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.38472784,49.345465,"",9376147,92431,NA,"Brandenburg","1956-10-23",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.65,"Renewable energy","Hydro","","Run-of-river","Amprion","DEA","DEA5","DEA57",8.258901622,51.3465673,"Meschede",5958032,59872,NA,"Nordrhein-Westfalen","1956-11-01",NA,"medium voltage",NA,"Westnetz GmbH",10003764,"Amprion"
1.5,"Renewable energy","Hydro","","Run-of-river","Amprion","DEA","DEA5","DEA57",8.258901622,51.3465673,"Meschede",5958032,59872,NA,"Nordrhein-Westfalen","1956-11-01",NA,"medium voltage",NA,"Westnetz GmbH",10003764,"Amprion"
0.0115,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.91673503,49.09257952,"",9276144,94234,NA,"Brandenburg","1956-11-12",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.44743444,49.3509705,"",9373113,92348,NA,"Brandenburg","1956-11-23",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
1,"Renewable energy","Hydro","","Run-of-river","50Hertz","DED","DED4","DED43",12.9779191,50.99245131,"Kriebstein",14522300,9648,NA,"Sachsen","1956-12-01",NA,"medium voltage",NA,"Mitteldeutsche Netzgesellschaft Strom mbH",10001645,"50Hertz"
